[11dez2020 12:19:00.009] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--username, melebandeira, --version, 1.15.2-forge-31.2.47, --gameDir, C:\Users\Usuario\AppData\Roaming\.minecraft, --assetsDir, C:\Users\Usuario\AppData\Roaming\.minecraft\assets, --assetIndex, 1.15, --uuid, eebf49ce23c643e18b087ae26031aee3, --accessToken, ????????, --userType, mojang, --versionType, release, --launchTarget, fmlclient, --fml.forgeVersion, 31.2.47, --fml.mcVersion, 1.15.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20200515.085601]
[11dez2020 12:19:00.026] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 5.1.2+70+master.2845bb9 starting: java version 1.8.0_51 by Oracle Corporation
[11dez2020 12:19:00.405] [main/INFO] [net.minecraftforge.fml.loading.FixSSL/CORE]: Added Lets Encrypt root certificates as additional trust
[11dez2020 12:19:00.447] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.2 Source=file:/C:/Users/Usuario/AppData/Roaming/.minecraft/libraries/org/spongepowered/mixin/0.8.2/mixin-0.8.2.jar Service=ModLauncher Env=CLIENT
[11dez2020 12:19:35.620] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:arrow_storm
[11dez2020 12:19:35.622] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:divine_tribulation
[11dez2020 12:19:35.623] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:seed_entity
[11dez2020 12:19:35.625] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:trader
[11dez2020 12:19:35.629] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:spider_pet
[11dez2020 12:19:35.631] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:spirit_wolf_pet
[11dez2020 12:19:36.211] [Render thread/INFO] [voronoiaoc.byg.BYG/]: BYG: Blocks Registered!
[11dez2020 12:19:36.299] [Render thread/INFO] [STDOUT/]: [com.robertx22.mine_and_slash.mmorpg.registers.common.GearItemRegisters:registerItems:120]: Registering Gear Items!
[11dez2020 12:19:36.345] [Render thread/INFO] [voronoiaoc.byg.BYG/]: BYG: Items registered!
[11dez2020 12:19:36.352] [Render thread/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry Item: The object debug has been registered twice for the same name citadel:debug.
[11dez2020 12:19:37.176] [Render thread/INFO] [voronoiaoc.byg.BYG/]: BYG: Biomes Registered!
[11dez2020 12:19:37.216] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity byg:boat
[11dez2020 12:19:37.217] [Render thread/INFO] [voronoiaoc.byg.BYG/]: BYG: Entities Registered!
[11dez2020 12:19:37.217] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity makaalpha
[11dez2020 12:19:37.217] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity fear
[11dez2020 12:19:37.218] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity amalgalich
[11dez2020 12:19:37.218] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity joustalpha
[11dez2020 12:19:37.218] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity asmodeus
[11dez2020 12:19:37.218] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity concapedesegment
[11dez2020 12:19:37.218] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity rahovart
[11dez2020 12:19:37.218] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity demonicspark
[11dez2020 12:19:37.219] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity tricksterflare
[11dez2020 12:19:37.219] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity aetherwave
[11dez2020 12:19:37.219] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity scorchfireball
[11dez2020 12:19:37.219] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity magma
[11dez2020 12:19:37.219] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity acidsplash
[11dez2020 12:19:37.219] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity devilstar
[11dez2020 12:19:37.219] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity arcanelaser
[11dez2020 12:19:37.219] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity bloodleech
[11dez2020 12:19:37.219] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity whirlwind
[11dez2020 12:19:37.219] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mudshot
[11dez2020 12:19:37.220] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity poop
[11dez2020 12:19:37.220] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity demonicblast
[11dez2020 12:19:37.220] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity venomshot
[11dez2020 12:19:37.220] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity hellfireball
[11dez2020 12:19:37.220] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity icefireball
[11dez2020 12:19:37.220] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity faebolt
[11dez2020 12:19:37.220] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity frostweb
[11dez2020 12:19:37.220] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity throwingscythe
[11dez2020 12:19:37.221] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity ember
[11dez2020 12:19:37.221] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity blizzard
[11dez2020 12:19:37.222] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity quill
[11dez2020 12:19:37.222] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity arcanelaserstorm
[11dez2020 12:19:37.222] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity doomfireball
[11dez2020 12:19:37.222] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity chaosorb
[11dez2020 12:19:37.222] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity poisonray
[11dez2020 12:19:37.222] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity aquapulse
[11dez2020 12:19:37.223] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity boulderblast
[11dez2020 12:19:37.223] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity lobdarklings
[11dez2020 12:19:37.223] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity tundra
[11dez2020 12:19:37.223] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity lightball
[11dez2020 12:19:37.223] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity summoningseed
[11dez2020 12:19:37.224] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity frostbolt
[11dez2020 12:19:37.224] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity spectralbolt
[11dez2020 12:19:37.224] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity lifedrain
[11dez2020 12:19:37.224] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity crystalshard
[11dez2020 12:19:37.224] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity waterjet
[11dez2020 12:19:37.224] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity helllaser
[11dez2020 12:19:37.225] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity hellfirewavepart
[11dez2020 12:19:37.226] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity hellfirewall
[11dez2020 12:19:37.226] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity hellfirebarrier
[11dez2020 12:19:37.226] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity shadowfirebarrier
[11dez2020 12:19:37.227] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity laserend
[11dez2020 12:19:37.227] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity helllaserend
[11dez2020 12:19:37.227] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity rapidfire
[11dez2020 12:19:37.228] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity hellfireorb
[11dez2020 12:19:37.228] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity summoningportal
[11dez2020 12:19:37.229] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity hellfirewave
[11dez2020 12:19:37.229] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity hellfirebarrierpart
[11dez2020 12:19:37.230] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity hellshield
[11dez2020 12:19:37.230] [Render thread/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity devilgatling
[11dez2020 12:19:37.246] [Render thread/INFO] [STDOUT/]: [com.robertx22.mine_and_slash.mmorpg.registers.common.WorldGenRegisters:registerFeatures:25]: Registering Mine and Slash Map World Gen
[11dez2020 12:19:37.249] [Render thread/INFO] [voronoiaoc.byg.BYG/]: BYG: Features Registered!
[11dez2020 12:19:37.436] [Render thread/INFO] [voronoiaoc.byg.BYG/]: BYG: Surface Builders Registered!
[11dez2020 12:19:37.572] [Render thread/INFO] [STDOUT/]: [customskinloader.Logger:<init>:50]: Log Path: C:\Users\Usuario\AppData\Roaming\.minecraft\CustomSkinLoader\CustomSkinLoader.log
[11dez2020 12:19:37.574] [Render thread/INFO] [STDOUT/]: [customskinloader.Logger:log:70]: [Render thread INFO] CustomSkinLoader 14.12
[11dez2020 12:19:37.574] [Render thread/INFO] [STDOUT/]: [customskinloader.Logger:log:70]: [Render thread INFO] DataDir: C:\Users\Usuario\AppData\Roaming\.minecraft\CustomSkinLoader
[11dez2020 12:19:37.580] [Render thread/INFO] [STDOUT/]: [customskinloader.Logger:log:70]: [Render thread INFO] Minecraft: 1.15.2(1.15.2-forge-31.2.47)
[11dez2020 12:19:37.582] [Render thread/INFO] [STDOUT/]: [customskinloader.Logger:log:70]: [Render thread INFO] Config File: C:\Users\Usuario\AppData\Roaming\.minecraft\CustomSkinLoader\CustomSkinLoader.json
[11dez2020 12:19:37.583] [Render thread/INFO] [STDOUT/]: [customskinloader.Logger:log:70]: [Render thread INFO] Try to load config.
[11dez2020 12:19:37.589] [Render thread/INFO] [STDOUT/]: [customskinloader.Logger:log:70]: [Render thread INFO] Successfully load config.
[11dez2020 12:19:37.618] [Render thread/INFO] [STDOUT/]: [customskinloader.Logger:log:70]: [Render thread INFO] version : 14.12
[11dez2020 12:19:37.618] [Render thread/INFO] [STDOUT/]: [customskinloader.Logger:log:70]: [Render thread INFO] enableDynamicSkull : true
[11dez2020 12:19:37.618] [Render thread/INFO] [STDOUT/]: [customskinloader.Logger:log:70]: [Render thread INFO] enableTransparentSkin : true
[11dez2020 12:19:37.618] [Render thread/INFO] [STDOUT/]: [customskinloader.Logger:log:70]: [Render thread INFO] ignoreHttpsCertificate : false
[11dez2020 12:19:37.618] [Render thread/INFO] [STDOUT/]: [customskinloader.Logger:log:70]: [Render thread INFO] forceLoadAllTextures : false
[11dez2020 12:19:37.619] [Render thread/INFO] [STDOUT/]: [customskinloader.Logger:log:70]: [Render thread INFO] enableCape : true
[11dez2020 12:19:37.619] [Render thread/INFO] [STDOUT/]: [customskinloader.Logger:log:70]: [Render thread INFO] threadPoolSize : 1
[11dez2020 12:19:37.619] [Render thread/INFO] [STDOUT/]: [customskinloader.Logger:log:70]: [Render thread INFO] cacheExpiry : 30
[11dez2020 12:19:37.619] [Render thread/INFO] [STDOUT/]: [customskinloader.Logger:log:70]: [Render thread INFO] enableUpdateSkull : false
[11dez2020 12:19:37.619] [Render thread/INFO] [STDOUT/]: [customskinloader.Logger:log:70]: [Render thread INFO] enableLocalProfileCache : false
[11dez2020 12:19:37.619] [Render thread/INFO] [STDOUT/]: [customskinloader.Logger:log:70]: [Render thread INFO] enableCacheAutoClean : false
[11dez2020 12:19:37.620] [Render thread/INFO] [STDOUT/]: [customskinloader.Logger:log:70]: [Render thread INFO] loadList : 7
[11dez2020 12:19:38.828] [Render thread/INFO] [com.mojang.text2speech.NarratorWindows/]: Narrator library for x64 successfully loaded
[11dez2020 12:19:38.884] [Render thread/INFO] [net.minecraft.resources.SimpleReloadableResourceManager/]: Reloading ResourceManager: Default, Mod Resources
[11dez2020 12:19:38.916] [Server-Worker-2/INFO] [journeymap/]: Loading JourneyMap Forge Configs
[11dez2020 12:19:38.938] [modloading-worker-3/INFO] [Dungeon Crawl/]: Common Setup
[11dez2020 12:19:38.970] [modloading-worker-3/INFO] [Dungeon Crawl/]: Registering Structure Piece Types
[11dez2020 12:19:39.002] [modloading-worker-1/INFO] [STDOUT/]: [com.robertx22.mine_and_slash.mmorpg.MMORPG:commonSetupEvent:149]: mmorpg:FMLCommonSetupEvent
[11dez2020 12:19:39.226] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [obfuscate] Starting version check at https://raw.githubusercontent.com/MrCrayfish/Obfuscate/master/update.json
[11dez2020 12:19:39.283] [modloading-worker-2/ERROR] [journeymap/]: Found @journeymap.client.api.ClientPlugin: journeymap.client.api.ClientPlugin, but it doesn't implement IClientPlugin
[11dez2020 12:19:39.283] [modloading-worker-2/INFO] [journeymap/]: No plugins for JourneyMap API discovered.
[11dez2020 12:19:39.287] [modloading-worker-3/INFO] [Dungeon Crawl/]: Adding features and structures
[11dez2020 12:19:39.289] [modloading-worker-3/INFO] [Dungeon Crawl/]: Loading C:\Users\Usuario\AppData\Roaming\.minecraft\config\DungeonCrawl\config.json
[11dez2020 12:19:39.313] [modloading-worker-3/INFO] [Dungeon Crawl/]: Loading C:\Users\Usuario\AppData\Roaming\.minecraft\config\DungeonCrawl\loot\specialItemTags.json
[11dez2020 12:19:39.321] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:plains
[11dez2020 12:19:39.322] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:desert
[11dez2020 12:19:39.322] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:mountains
[11dez2020 12:19:39.322] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:forest
[11dez2020 12:19:39.322] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:taiga
[11dez2020 12:19:39.322] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:swamp
[11dez2020 12:19:39.340] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:river
[11dez2020 12:19:39.340] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:frozen_river
[11dez2020 12:19:39.340] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:snowy_tundra
[11dez2020 12:19:39.340] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:snowy_mountains
[11dez2020 12:19:39.340] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:beach
[11dez2020 12:19:39.340] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:desert_hills
[11dez2020 12:19:39.340] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:wooded_hills
[11dez2020 12:19:39.340] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:taiga_hills
[11dez2020 12:19:39.340] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:mountain_edge
[11dez2020 12:19:39.340] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:jungle
[11dez2020 12:19:39.345] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:jungle_hills
[11dez2020 12:19:39.345] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:jungle_edge
[11dez2020 12:19:39.345] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:snowy_beach
[11dez2020 12:19:39.345] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:birch_forest
[11dez2020 12:19:39.345] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:birch_forest_hills
[11dez2020 12:19:39.345] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:dark_forest
[11dez2020 12:19:39.345] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:snowy_taiga
[11dez2020 12:19:39.345] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:snowy_taiga_hills
[11dez2020 12:19:39.345] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:giant_tree_taiga
[11dez2020 12:19:39.345] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:giant_tree_taiga_hills
[11dez2020 12:19:39.360] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:wooded_mountains
[11dez2020 12:19:39.360] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:savanna
[11dez2020 12:19:39.360] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:savanna_plateau
[11dez2020 12:19:39.360] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:badlands
[11dez2020 12:19:39.360] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:wooded_badlands_plateau
[11dez2020 12:19:39.360] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:badlands_plateau
[11dez2020 12:19:39.360] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:alliumfields
[11dez2020 12:19:39.360] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:alps
[11dez2020 12:19:39.360] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:amaranthfields
[11dez2020 12:19:39.360] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:ancient_forest
[11dez2020 12:19:39.360] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:aspenforest
[11dez2020 12:19:39.360] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:autumnal_valley
[11dez2020 12:19:39.360] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:baobabsavanna
[11dez2020 12:19:39.360] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:bayou
[11dez2020 12:19:39.361] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:bluetaiga
[11dez2020 12:19:39.361] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:bluffsteeps
[11dez2020 12:19:39.361] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:borealforest
[11dez2020 12:19:39.361] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:coldswamplands
[11dez2020 12:19:39.361] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:crag_gardens
[11dez2020 12:19:39.361] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:cika_woods
[11dez2020 12:19:39.361] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:cherry_blossom_forest
[11dez2020 12:19:39.361] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:redwood_tropics
[11dez2020 12:19:39.361] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:coniferousforest
[11dez2020 12:19:39.361] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:cypress_swamplands
[11dez2020 12:19:39.361] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:dovermountains
[11dez2020 12:19:39.362] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:deciduousforest
[11dez2020 12:19:39.362] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:dunes
[11dez2020 12:19:39.362] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:ebony_woods
[11dez2020 12:19:39.362] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:enchanted_forest
[11dez2020 12:19:39.362] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:evergreen_taiga
[11dez2020 12:19:39.362] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:glowshroombayou
[11dez2020 12:19:39.362] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:grasslandplateau
[11dez2020 12:19:39.362] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:greatlakes
[11dez2020 12:19:39.362] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:grove
[11dez2020 12:19:39.362] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:enchanted_grove
[11dez2020 12:19:39.362] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:guianashield
[11dez2020 12:19:39.362] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:jacarandaforest
[11dez2020 12:19:39.362] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:mangrove_marshes
[11dez2020 12:19:39.362] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:maple_taiga
[11dez2020 12:19:39.362] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:meadow
[11dez2020 12:19:39.362] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:mojave_desert
[11dez2020 12:19:39.362] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:lush_tundra
[11dez2020 12:19:39.362] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:orchard
[11dez2020 12:19:39.363] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:prairie
[11dez2020 12:19:39.363] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:reddesert
[11dez2020 12:19:39.363] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:reddesertdunes
[11dez2020 12:19:39.363] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:redoakforest
[11dez2020 12:19:39.363] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:red_rock_mountains
[11dez2020 12:19:39.363] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:seasonalbirchforest
[11dez2020 12:19:39.363] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:seasonaldeciduousforest
[11dez2020 12:19:39.363] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:seasonalforest
[11dez2020 12:19:39.363] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:seasonaltaiga
[11dez2020 12:19:39.363] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:shatteredglacier
[11dez2020 12:19:39.366] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:shrublands
[11dez2020 12:19:39.366] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:skyrishighlands
[11dez2020 12:19:39.366] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:snowybluetaiga
[11dez2020 12:19:39.366] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:snowyconiferousforest
[11dez2020 12:19:39.366] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:snowydeciduousforest
[11dez2020 12:19:39.366] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:snowy_evergreen_taiga
[11dez2020 12:19:39.366] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:the_black_forest
[11dez2020 12:19:39.367] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:tropicalfungalforest
[11dez2020 12:19:39.367] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:tropicalrainforest
[11dez2020 12:19:39.367] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:vibrantswamplands
[11dez2020 12:19:39.368] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:sierravalley
[11dez2020 12:19:39.368] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:weeping_witch_forest
[11dez2020 12:19:39.368] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:woodlands
[11dez2020 12:19:39.368] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:zelkovaforest
[11dez2020 12:19:39.368] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:redwood_clearing
[11dez2020 12:19:39.368] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:redwood_mountains
[11dez2020 12:19:39.368] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:coral_mangroves
[11dez2020 12:19:39.368] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:cika_mountains
[11dez2020 12:19:39.368] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:glowing_ancient_forest
[11dez2020 12:19:39.368] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:flowering_ancient_forest
[11dez2020 12:19:39.370] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:snowy_evergreen_clearing
[11dez2020 12:19:39.371] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:snowy_evergreen_hills
[11dez2020 12:19:39.371] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:enchanted_forest_hills
[11dez2020 12:19:39.371] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:ebony_hills
[11dez2020 12:19:39.371] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:evergreen_clearing
[11dez2020 12:19:39.371] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:evergreen_hills
[11dez2020 12:19:39.371] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:fungal_patch
[11dez2020 12:19:39.371] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: byg:weeping_witch_clearing
[11dez2020 12:19:39.371] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:sunflower_plains
[11dez2020 12:19:39.371] [modloading-worker-3/INFO] [Dungeon Crawl/]: Generation Biome: minecraft:desert_lakes
